 時間帯,リンクID,種別,最大セクション,自由速度,平均速度,率
 5400, 910170031,    1,   66,    7,     7.0,   1.000
 5400, 911320171,    1,  155,    7,     7.0,   1.000
 5400, 911980011,    1,  267,    7,     7.0,   1.000
 5400, 310020411,    1,   29,   12,    12.0,   1.000
 5400, 910460071,    1,   48,    7,     7.0,   1.000
 5400, 910980051,    1,   39,    7,     7.0,   1.000
 5400, 921730011,    1,  124,    7,     7.0,   1.000
 5400, 911320111,    1,   85,    7,     7.0,   1.000
 5400, 910020031,    1,  106,    7,     7.0,   1.000
 5400, 910210351,    1,   64,   12,    12.0,   1.000
 5400, 911150051,    1,  123,    7,     7.0,   1.000
 5400, 910210391,    1,  116,   12,    12.0,   1.000
 5400, 920460051,    1,    4,    7,     7.0,   1.000
 5400, 610140051,    1,   63,   12,    12.0,   1.000
 5400, 910750071,    1,  137,    7,     7.0,   1.000
 5400, 911200011,    1,   26,   12,    12.0,   1.000
 5400, 420020231,    1,   27,    9,     9.0,   1.000
 5400, 420020211,    1,   45,    9,     9.0,   1.000
 5400, 420020151,    1,   24,    9,     9.0,   1.000
 5400, 420020131,    1,   80,   15,    15.0,   1.000
 5400, 320020431,    1,   65,   12,    12.0,   1.000
 5400, 410020031,    1,   73,   15,    15.0,   0.997
 5400, 921910011,    1,   60,    7,     4.0,   0.565
 5400, 420020051,    1,   55,   15,    15.0,   1.000
 5400, 920420091,    1,   60,   12,    12.0,   1.000
 5400, 620140151,    1,   68,   12,    12.0,   1.000
 5400, 921560081,    1,    8,    7,     7.0,   1.000
 5400, 620140131,    1,   16,    9,     9.0,   1.000
 5400, 911200071,    1,   34,    9,     9.0,   1.000
 5400, 920210371,    1,   31,   12,    12.0,   1.000
 5400, 310020311,    1,   11,   12,    12.0,   1.000
 5400, 620140071,    1,   13,   12,    12.0,   1.000
 5400, 420020031,    1,   73,   15,    15.0,   1.000
 5400, 920540011,    1,   42,    7,     7.0,   1.000
 5400, 911690011,    1,   67,    7,     7.0,   1.000
 5400, 911750011,    1,   56,    7,     7.0,   1.000
 5400, 921870071,    1,   95,    7,     7.0,   1.000
 5400, 920210431,    1,   72,   12,    12.0,   1.000
 5400, 910460011,    1,   22,    7,     7.0,   1.000
 5400, 921320031,    1,   31,    7,     7.0,   1.000
 5400, 921470031,    1,   44,    7,     7.0,   1.000
 5400, 920020011,    1,   34,    7,     7.0,   1.000
 5400, 920620111,    1,  100,    7,     7.0,   1.000
 5400, 910620111,    1,  100,    7,     7.0,   1.000
 5400, 921150011,    1,   52,    7,     7.0,   1.000
 5400, 911400011,    1,   68,    7,     7.0,   1.000
 5400, 921320131,    1,   42,    7,     7.0,   1.000
 5400, 910600031,    1,   99,    7,     7.0,   1.000
 5400, 921400011,    1,   68,    7,     7.0,   1.000
 5400, 920600051,    1,   61,    7,     7.0,   1.000
 5400, 911560101,    1,   77,    7,     7.0,   1.000
 5400, 911690031,    1,    4,    7,     7.0,   1.000
 5400, 911970011,    1,   18,    7,     7.0,   1.000
 5400, 921970031,    1,   40,    7,     7.0,   1.000
 5400, 920350171,    1,   82,    7,     7.0,   1.000
 5400, 910350151,    1,   65,    7,     7.0,   1.000
 5400, 920700011,    1,   65,    7,     7.0,   1.000
 5400, 910110031,    1,   14,    9,     9.0,   1.000
 5400, 920110051,    1,   24,    9,     9.0,   1.000
 5400, 921880011,    1,   81,    7,     7.0,   1.000
 5400, 911700031,    1,   28,    7,     7.0,   1.000
 5400, 921700051,    1,   34,    7,     7.0,   1.000
 5400, 920210411,    1,    4,   12,    12.0,   1.000
 5400, 921150071,    1,   73,    7,     7.0,   1.000
 5400, 921320071,    1,   36,    7,     7.0,   1.000
 5400, 921040031,    1,   27,    7,     7.0,   1.000
 5400, 920280051,    1,   48,    7,     7.0,   1.000
 5400, 910280031,    1,    3,    7,     7.0,   1.000
 5400, 921040011,    1,   60,    7,     7.0,   1.000
 5400, 911140011,    1,  362,    7,     7.0,   1.000
 5400, 911790051,    1,  137,    7,     7.0,   1.000
 5400, 620070011,    1,  216,    9,     9.0,   1.000
 5400, 310010251,    1,   20,    9,     9.0,   1.000
 5400, 911730011,    1,  124,    7,     7.0,   1.000
 5400, 920980051,    1,   39,    7,     7.0,   1.000
 5400, 310010391,    1,   86,    9,     9.0,   1.000
 5400, 320010411,    1,  102,   12,    12.0,   1.000
 5400, 320010231,    1,   84,   12,    12.0,   1.000
 5400, 310010371,    1,   11,    9,     9.0,   1.000
 5400, 320010391,    1,   86,    9,     9.0,   1.000
 5400, 920450011,    1,   48,    7,     7.0,   1.000
 5400, 911230031,    1,   61,    9,     9.0,   1.000
 5400, 310010071,    1,  229,   12,    12.0,   1.000
 5400, 310010111,    1,  114,   15,    15.0,   1.000
 5400, 320010151,    1,  118,   12,    12.0,   1.000
 5400, 310010131,    1,  128,   12,    12.0,   1.000
 5400, 921060011,    1,  110,    7,     7.0,   1.000
 5400, 310010171,    1,  229,   12,    12.0,   1.000
 5400, 310010151,    1,  118,   12,    12.0,   1.000
 5400, 320010171,    1,  229,   12,    12.0,   1.000
 5400, 610050041,    1,  116,   12,    12.0,   1.000
 5400, 320010271,    1,   17,    9,     9.0,   1.000
 5400, 320010291,    1,    7,    9,     9.0,   1.000
 5400, 921780011,    1,   51,    9,     9.0,   1.000
 5400, 320010371,    1,   11,    9,     9.0,   1.000
 5400, 910220011,    1,   16,    7,     7.0,   1.000
 5400, 620100231,    1,    5,   12,    12.0,   1.000
 5400, 610100231,    1,    5,   12,    12.0,   1.000
 5400, 920070011,    1,   23,    9,     9.0,   1.000
 5400, 320010331,    1,   10,    9,     9.0,   1.000
 5400, 920980031,    1,   50,    7,     7.0,   1.000
 5400, 921790031,    1,   41,    7,     7.0,   1.000
 5400, 610100251,    1,   25,   12,    12.0,   1.000
 5400, 320010191,    1,  124,    9,     9.0,   1.000
 5400, 620050041,    1,  116,   12,    12.0,   1.000
 5400, 610100091,    1,   97,   12,    12.0,   1.000
 5400, 620100071,    1,   57,   12,    12.0,   1.000
 5400, 610100211,    1,   51,   12,    12.0,   1.000
 5400, 920680011,    1,   95,    7,     7.0,   1.000
 5400, 920960131,    1,  114,    7,     7.0,   1.000
 5400, 921600011,    1,  128,    7,     7.0,   1.000
 5400, 920290051,    1,   38,    7,     7.0,   1.000
 5400, 920290071,    1,   34,    7,     7.0,   1.000
 5400, 921230011,    1,  155,    9,     9.0,   1.000
 5400, 920070051,    1,   24,    7,     7.0,   1.000
 5400, 910070031,    1,   17,    7,     7.0,   1.000
 5400, 921190011,    1,    7,    7,     7.0,   1.000
 5400, 920730031,    1,   59,    7,     7.0,   1.000
 5400, 911780051,    1,   21,    7,     7.0,   1.000
 5400, 910730011,    1,   22,    7,     7.0,   1.000
 5400, 921780051,    1,   21,    7,     7.0,   1.000
 5400, 911600011,    1,  128,    7,     7.0,   1.000
 5400, 911340011,    1,   83,    7,     7.0,   1.000
 5400, 921120091,    1,   75,    7,     7.0,   1.000
 5400, 920090011,    1,  116,    7,     7.0,   1.000
 5400, 911230011,    1,  155,    9,     9.0,   1.000
 5400, 921230031,    1,   61,    9,     9.0,   1.000
 5400, 921120031,    1,  109,    9,     9.0,   1.000
 5400, 920370011,    1,   76,    7,     7.0,   1.000
 5400, 911120051,    1,   17,    7,     7.0,   1.000
 5400, 921120071,    1,    5,    7,     7.0,   1.000
 5400, 910810031,    1,   46,    7,     7.0,   1.000
 5400, 911440011,    1,   58,    7,     7.0,   1.000
 5400, 910980071,    1,    7,    7,     7.0,   1.000
 5400, 921530031,    1,   30,    7,     7.0,   1.000
 5400, 911890011,    1,   68,    7,     7.0,   1.000
 5400, 911890031,    1,   28,    7,     7.0,   1.000
 5400, 911160011,    1,    5,    7,     7.0,   1.000
 5400, 921160031,    1,   24,    7,     7.0,   1.000
 5400, 910140011,    1,   16,    7,     7.0,   1.000
 5400, 910450031,    1,   36,    7,     7.0,   1.000
 5400, 920450051,    1,   41,    7,     7.0,   1.000
 5400, 910690031,    1,   44,    7,     7.0,   1.000
 5400, 910960171,    1,   84,    7,     7.0,   1.000
 5400, 920960191,    1,   63,    7,     7.0,   1.000
 5400, 910770011,    1,   77,    7,     7.0,   1.000
 5400, 911310051,    1,   52,    7,     7.0,   1.000
 5400, 921140011,    1,  362,    7,     7.0,   1.000
 5400, 910260091,    1,  109,   12,    12.0,   1.000
 5400, 920260071,    1,    4,   12,    12.0,   1.000
 5400, 920260091,    1,  109,   12,    12.0,   1.000
 5400, 620130051,    1,  132,   12,    12.0,   1.000
 5400, 910260071,    1,    4,   12,    12.0,   1.000
 5400, 921180011,    1,   37,    9,     9.0,   1.000
 5400, 620080051,    1,   83,    9,     9.0,   1.000
 5400, 920380011,    1,   24,    9,     9.0,   1.000
 5400, 921520011,    1,    7,    7,     7.0,   1.000
 5400, 910210051,    1,   24,    9,     9.0,   1.000
 5400, 920970011,    1,   56,    7,     7.0,   1.000
 5400, 910970011,    1,   56,    7,     7.0,   1.000
 5400, 921180031,    1,   28,    9,     9.0,   1.000
 5400, 921180051,    1,    2,    9,     9.0,   1.000
 5400, 911020071,    1,   33,    9,     9.0,   1.000
 5400, 921510011,    1,   36,    7,     7.0,   1.000
 5400, 921860011,    1,    7,    7,     7.0,   1.000
 5400, 921510071,    1,   19,    7,     7.0,   1.000
 5400, 920470051,    1,    7,    9,     9.0,   1.000
 5400, 921610031,    1,   20,    7,     7.0,   1.000
 5400, 920260051,    1,   46,   12,    12.0,   1.000
 5400, 911610071,    1,    8,    7,     7.0,   1.000
 5400, 921420151,    1,    7,    7,     7.0,   1.000
 5400, 920010011,    1,   16,    7,     7.0,   1.000
 5400, 911420111,    1,    5,    7,     7.0,   1.000
 5400, 921420131,    1,    2,    7,     7.0,   1.000
 5400, 910400011,    1,    7,    7,     7.0,   1.000
 5400, 921770031,    1,    7,    7,     7.0,   1.000
 5400, 911720011,    1,    7,    7,     7.0,   1.000
 5400, 921100011,    1,   23,    7,     7.0,   1.000
 5400, 911100011,    1,   23,    7,     7.0,   1.000
 5400, 921420091,    1,    3,    7,     7.0,   1.000
 5400, 920210071,    1,   30,    9,     9.0,   1.000
 5400, 911720051,    1,    7,    7,     7.0,   1.000
 5400, 920870011,    1,   22,    7,     7.0,   1.000
 5400, 921420071,    1,   12,    7,     7.0,   1.000
 5400, 920390011,    1,   27,    7,     7.0,   1.000
 5400, 410080041,    1,   17,   12,    12.0,   1.000
 5400, 420080061,    1,   21,   12,    12.0,   1.000
 5400, 410080011,    1,   26,   12,    12.0,   1.000
 5400, 420080041,    1,   17,   12,    12.0,   1.000
 5400, 910900011,    1,   31,    7,     7.0,   1.000
 5400, 420080021,    1,   26,   12,    12.0,   1.000
 5400, 921020211,    1,   36,    9,     9.0,   1.000
 5400, 921300011,    1,   31,    7,     7.0,   1.000
 5400, 921020171,    1,   10,    9,     9.0,   1.000
 5400, 921620011,    1,   24,    7,     7.0,   1.000
 5400, 921420051,    1,   15,    7,     7.0,   1.000
 5400, 921020151,    1,   18,    9,     9.0,   1.000
 5400, 910650031,    1,   18,    9,     9.0,   1.000
 5400, 610010051,    1,   24,   12,    12.0,   1.000
 5400, 921420031,    1,   19,    7,     7.0,   1.000
 5400, 610010011,    1,   23,   12,    12.0,   1.000
 5400, 920650011,    1,   61,    9,     9.0,   1.000
 5400, 420070251,    1,   30,   15,    15.0,   1.000
 5400, 921270011,    1,   78,    7,     7.0,   1.000
 5400, 921460011,    1,  126,    7,     7.0,   1.000
 5400, 320010011,    1,   56,   12,    12.0,   1.000
 5400, 911050011,    1,   13,   12,     6.5,   0.543
 5400, 911050031,    1,   38,   12,     8.9,   0.740
 5400, 921050051,    1,    9,   12,    12.0,   1.000
 5400, 910850071,    1,  236,    7,     7.0,   1.000
 5400, 320020231,    1,   23,   12,    12.0,   1.000
 5400, 910210251,    1,   16,    9,     4.5,   0.498
 5400, 921370011,    1,   47,    7,     7.0,   1.000
 5400, 910960011,    1,   44,    9,     9.0,   1.000
 5400, 920960031,    1,   24,    9,     9.0,   1.000
 5400, 310020191,    1,    4,   12,    12.0,   1.000
 5400, 320020211,    1,   89,   12,    12.0,   1.000
 5400, 920960011,    1,   44,    9,     9.0,   1.000
 5400, 920210111,    1,   22,    9,     9.0,   1.000
 5400, 610140271,    1,   38,   12,    12.0,   1.000
 5400, 620140271,    1,   38,   12,    12.0,   1.000
 5400, 320020091,    1,   31,   12,    12.0,   1.000
 5400, 920760011,    1,  269,    7,     7.0,   1.000
 5400, 911080011,    1,   80,   12,    12.0,   1.000
 5400, 921080031,    1,   86,   12,    12.0,   1.000
 5400, 610100011,    1,   10,   12,    12.0,   1.000
 5400, 920420051,    1,   99,   12,    12.0,   1.000
 5400, 911180091,    1,   27,    9,     9.0,   1.000
 5400, 920240011,    1,   34,    9,     9.0,   1.000
 5400, 921180111,    1,    8,    9,     9.0,   1.000
 5400, 910900031,    1,   23,    7,     7.0,   1.000
 5400, 911020111,    1,   77,    9,     9.0,   1.000
 5400, 921420011,    1,    4,    7,     7.0,   1.000
 5400, 921020131,    1,   55,    9,     9.0,   1.000
 5400, 620140251,    1,  102,   12,    12.0,   1.000
 5400, 620110151,    1,   66,   12,    12.0,   1.000
 5400, 921250071,    1,   32,   12,    12.0,   1.000
 5400, 620020051,    1,   77,   15,    15.0,   1.000
 5400, 410070011,    1,   63,   15,    10.0,   0.669
 5400, 420070031,    1,   48,   15,    15.0,   1.000
 5400, 420070071,    1,   34,   15,    15.0,   1.000
 5400, 420050141,    1,   31,   18,    18.0,   1.000
 5400, 910210171,    1,   94,   12,    12.0,   1.000
 5400, 910210151,    1,   19,   12,    12.0,   1.000
 5400, 920210131,    1,   56,    9,     9.0,   1.000
 5400, 911050071,    1,   30,   12,    12.0,   0.999
 5400, 920260031,    1,   46,   12,    12.0,   1.000
 5400, 310010051,    1,   23,   12,    12.0,   1.000
 5400, 610110111,    1,   64,   12,    12.0,   1.000
 5400, 620110131,    1,   30,   12,    12.0,   1.000
 5400, 920620011,    1,  160,    7,     7.0,   1.000
 5400, 910210271,    1,   69,   12,     3.7,   0.310
 5400, 911340111,    1,   29,    7,     7.0,   1.000
 5400, 910620071,    1,    5,    7,     7.0,   1.000
 5400, 920620091,    1,   72,    7,     7.0,   1.000
 5400, 910320011,    1,  109,    7,     2.7,   0.392
 5400, 920290011,    1,   67,    7,     7.0,   1.000
 5400, 911540011,    1,   77,    7,     7.0,   1.000
 5400, 921390011,    1,   72,    7,     7.0,   1.000
 5400, 921540031,    1,  200,    7,     7.0,   1.000
 5400, 910240051,    1,   47,    9,     9.0,   1.000
 5400, 911710091,    1,   38,    7,     7.0,   1.000
 5400, 910040031,    1,   30,    7,     7.0,   1.000
 5400, 911020311,    1,   35,    9,     9.0,   1.000
 5400, 921020331,    1,   60,    9,     9.0,   1.000
 5400, 921350031,    1,   64,    9,     9.0,   1.000
 5400, 921020251,    1,  173,    7,     7.0,   1.000
 5400, 911570011,    1,   97,    7,     7.0,   1.000
 5400, 910990011,    1,   11,    7,     7.0,   1.000
 5400, 921570031,    1,   61,    7,     7.0,   1.000
 5400, 911340071,    1,   61,    7,     7.0,   1.000
 5400, 911390031,    1,   57,    7,     7.0,   1.000
 5400, 911450011,    1,   48,    9,     9.0,   1.000
 5400, 910120011,    1,   73,    7,     7.0,   1.000
 5400, 910030011,    1,   69,    7,     7.0,   1.000
 5400, 921760011,    1,   42,    7,     7.0,   1.000
 5400, 920030031,    1,  144,    7,     7.0,   1.000
 5400, 911920031,    1,   51,    7,     7.0,   1.000
 5400, 920130051,    1,   56,    7,     7.0,   1.000
 5400, 921270051,    1,   10,    7,     7.0,   1.000
 5400, 921710011,    1,   64,    7,     7.0,   1.000
 5400, 911710051,    1,   14,    7,     7.0,   1.000
 5400, 920670011,    1,   32,    7,     7.0,   1.000
 5400, 921710071,    1,   49,    7,     7.0,   1.000
 5400, 921590011,    1,   48,    7,     7.0,   1.000
 5400, 920380051,    1,   48,    9,     9.0,   1.000
 5400, 911450031,    1,   42,    7,     7.0,   1.000
 5400, 921920011,    1,   56,    7,     7.0,   1.000
 5400, 921450051,    1,   47,    7,     7.0,   1.000
 5400, 920920011,    1,   26,    7,     7.0,   1.000
 5400, 920080031,    1,   43,    7,     7.0,   1.000
 5400, 910080011,    1,  103,    7,     7.0,   1.000
 5400, 920590011,    1,   37,    7,     7.0,   1.000
 5400, 911340091,    1,    7,    7,     7.0,   1.000
 5400, 910890031,    1,   12,    9,     9.0,   1.000
 5400, 911020351,    1,   14,    9,     9.0,   1.000
 5400, 920890051,    1,   13,    9,     9.0,   1.000
 5400, 911680031,    1,   58,    7,     7.0,   1.000
 5400, 920960051,    1,   22,    9,     9.0,   1.000
 5400, 920190011,    1,   13,    7,     7.0,   1.000
 5400, 910120031,    1,   81,    7,     7.0,   1.000
 5400, 920120051,    1,   20,    7,     7.0,   1.000
 5400, 921580011,    1,   80,    7,     5.5,   0.785
 5400, 910230011,    1,   76,    7,     7.0,   1.000
 5400, 920230031,    1,   37,    7,     7.0,   1.000
 5400, 310010431,    1,  106,   12,    12.0,   1.000
 5400, 320010451,    1,  110,   12,    12.0,   1.000
 5400, 320010431,    1,  106,   12,    12.0,   1.000
 5400, 310010411,    1,  102,   12,    12.0,   1.000
 5400, 910050011,    1,  192,    7,     7.0,   1.000
 5400, 920490071,    1,  221,    7,     7.0,   1.000
 5400, 920050021,    1,  192,    7,     7.0,   1.000
 5400, 910870011,    1,   22,    7,     7.0,   1.000
 5400, 910110011,    1,   33,    9,     9.0,   1.000
 5400, 920110031,    1,   14,    9,     9.0,   1.000
 5400, 911020211,    1,   36,    9,     9.0,   1.000
 5400, 911300011,    1,   31,    7,     7.0,   1.000
 5400, 911200091,    1,   27,    9,     9.0,   1.000
 5400, 620100411,    1,   47,   12,    12.0,   1.000
 5400, 620100551,    1,   47,    9,     9.0,   1.000
 5400, 910660171,    1,   27,   12,    12.0,   1.000
 5400, 910160011,    1,   52,    7,     7.0,   1.000
 5400, 921290051,    1,   48,    7,     7.0,   1.000
 5400, 922010051,    1,   68,    7,     7.0,   1.000
 5400, 921000011,    1,  135,    7,     7.0,   1.000
 5400, 911930011,    1,   26,    7,     7.0,   1.000
 5400, 911840011,    1,   34,    7,     7.0,   1.000
 5400, 920210351,    1,   64,   12,    12.0,   1.000
 5400, 921800011,    1,   86,    7,     7.0,   1.000
 5400, 320020331,    1,   14,   12,    12.0,   1.000
 5400, 410020011,    1,   60,   15,    14.9,   0.994
 5400, 610140011,    1,   29,   12,    12.0,   1.000
 5400, 610140031,    1,   29,   12,    12.0,   1.000
 5400, 420020091,    1,   71,   15,    15.0,   1.000
 5400, 921560061,    1,   21,    7,     7.0,   1.000
 5400, 911800111,    1,   94,    7,     7.0,   1.000
 5400, 921380031,    1,   39,    7,     7.0,   1.000
 5400, 921800051,    1,  104,    7,     7.0,   1.000
 5400, 921330011,    1,   77,    7,     7.0,   1.000
 5400, 920750051,    1,   28,    7,     7.0,   1.000
 5400, 911870011,    1,  141,    7,     6.0,   0.859
 5400, 911320051,    1,   19,    7,     7.0,   1.000
 5400, 911090031,    1,   19,    7,     7.0,   1.000
 5400, 921910031,    1,   27,    7,     7.0,   1.000
 5400, 620100131,    1,   51,   12,    12.0,   1.000
 5400, 310010271,    1,   17,    9,     9.0,   1.000
 5400, 310010311,    1,   11,    9,     9.0,   1.000
 5400, 910980011,    1,   15,    7,     7.0,   1.000
 5400, 911790011,    1,   62,    7,     7.0,   1.000
 5400, 920810051,    1,   49,    7,     7.0,   1.000
 5400, 920450071,    1,   17,    7,     7.0,   1.000
 5400, 920980091,    1,   21,    7,     7.0,   1.000
